"MODEL","SCENARIO","REGION","VARIABLE","UNIT","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"IEEJ","NDC&2050-60%","Japan","Secondary Energy|Electricity|Ocean","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-60%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",0.138534804108934,0.0863414978499761,0.108103989488772,0.0272718776875299,0.0200899498327759,0.0211873817486861,0.0205261442904921,0.0196398638318204,0.0138748733874821,0.00876278547539417
"IEEJ","NDC&2050-60%","Japan","Secondary Energy|Electricity|Other","PWh/yr",0.00227265647396078,0.00227265647396078,0.00745698041089353,0.0177367224080267,0.0158030195891066,0.0217069254658385,0.0233155661729572,0.0209234424271377,0.0185591017677975,0.0185591017677973
"IEEJ","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",0.00148083850931677,0.00808765647396083,0.0194009292881032,0.0382545317725753,0.0571081342570472,0.0759617367415194,0.0948153392259914,0.113671720019111,0.132525322503583,0.151378924988055
"IEEJ","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar|CSP","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-60%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",0.00148083850931677,0.00808765647396083,0.0194009292881032,0.0382545317725753,0.0571081342570472,0.0759617367415194,0.0948153392259914,0.113671720019111,0.132525322503583,0.151378924988055
"IEEJ","NDC&2050-60%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",0.00192814620162446,0.00478146918299092,0.00702078595317725,0.0107464978499761,0.0144749880554228,0.0182034782608696,0.0219319684663163,0.025660458671763,0.0293861705685619,0.0331146607740086
"IEEJ","NDC&2050-60%","Japan","Relative Carbon Price","",NA,NA,NA,0.860797592174563,0.954545454545451,1,Inf,4.71917808219179,4.98615916955017,4.39016393442623
"IEEJ","NDC&2050-60%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",0.000520448732839953,0.000698648186182712,0,-0.0244110895108627,-0.00973213810282113,-0.0505216478621454,-0.0862843279733361,-0.156869475184171,-0.261489195250387,-0.371237443699139
"IEEJ","NDC&2050-70%","Japan","Consumption","US$2005/yr",3412.90268419536,4618.50390624308,4172.374453125,4513.7396875,4812.981640625,5027.180859375,5199.27546875,5317.288203125,5393.749921875,5462.4090625
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",1267.788437,1211.746889,1198.571231,1108.047489,1017.523746,927.000003,787.858558,648.717109,509.575663,370.434217
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",748.374904,694.120251,623.505406,629.587058,613.936259,568.29091,450.973065,396.613761,359.174826,279.942663
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Agriculture","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Commercial","Mt CO2/yr",60.576592,50.773602,40.619086,47.54591,50.742769,54.174139,38.631432,29.288847,18.234648,12.888502
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",364.718802,339.918773,307.877697,345.459779,339.15065,319.761114,249.483771,225.326082,221.626899,185.975417
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential","Mt CO2/yr",82.249794,83.693578,65.454371,71.533072,70.83989,58.239722,48.752378,39.594553,24.735651,19.637082
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",142.826386,134.46718,106.073457,119.078982,121.582659,112.413861,87.38381,68.8834,42.970299,32.525584
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",240.829716,219.734298,209.554252,165.048297,153.20295,136.115935,114.105484,102.404279,94.577628,61.441662
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",519.413533,517.626638,575.065825,478.460431,403.587487,358.709093,336.885493,252.103348,150.400837,90.491554
"IEEJ","NDC&2050-70%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",385.721312,381.92017,458.948414,365.525169,306.455619,275.542662,268.517501,187.681309,79.367822,19.318017
"IEEJ","NDC&2050-70%","Japan","Energy Service|Industry|Cement Production","Mt/yr",73.931,56.051,59.92211328125,58.84751953125,57.551015625,55.10671875,52.23695703125,49.742515625,47.9084765625,46.30719921875
"IEEJ","NDC&2050-70%","Japan","Energy Service|Industry|Crude Steel Production","Mt/yr",112.718,110.792,111.970546875,115.626265625,112.728234375,108.8882421875,104.11940625,99.038109375,93.67715625,88.18328125
"IEEJ","NDC&2050-70%","Japan","Final Energy","EJ/yr",14.9662497018634,14.2677762398471,13.3003513874821,13.2676851457238,13.1240076923077,12.3946883363593,10.8569445093168,9.91317417677974,9.07158336837076,8.39315373626374
"IEEJ","NDC&2050-70%","Japan","Final Energy|Commercial","EJ/yr",2.08791895269948,2.02752741328237,1.88086939034878,2.00905388342093,2.06281415575729,2.07119575728619,1.825338779742,1.70683613664596,1.53316295174391,1.42832291925466
"IEEJ","NDC&2050-70%","Japan","Final Energy|Electricity","EJ/yr",3.61456065838509,3.67544229144768,3.50809031438127,3.59342662016245,3.65201781557573,3.53305508456761,3.49055696416627,3.24744051027234,3.11167456856187,3.08923027998089
"IEEJ","NDC&2050-70%","Japan","Final Energy|Gases","EJ/yr",2.32631450453894,2.09910108934544,1.7692780678452,1.86593653702819,1.89861278069756,2.06616479598662,1.98817989488772,1.8739480678452,1.15704108361204,1.16879332919255
"IEEJ","NDC&2050-70%","Japan","Final Energy|Geothermal","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Final Energy|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Final Energy|Hydrogen","EJ/yr",0,0,0,0,0,0,0,0,0,0.60252512852365
"IEEJ","NDC&2050-70%","Japan","Final Energy|Industry","EJ/yr",6.75218018442427,6.3892308332537,5.99227498423316,6.30721516196847,6.27338869851887,6.00479737697086,5.27687828858099,4.83786440324893,4.53041565695174,4.40442158241758
"IEEJ","NDC&2050-70%","Japan","Final Energy|Liquids","EJ/yr",7.18337257525084,6.64914049593884,6.2703981270903,5.85219821882465,5.51243329765886,4.94970577353082,3.81821957286192,3.54142668418538,3.65832902150024,2.51033966746297
"IEEJ","NDC&2050-70%","Japan","Final Energy|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Final Energy|Residential","EJ/yr",2.22439503010033,2.29258806020067,2.01819563019589,2.22095437267081,2.26499278738653,2.0869387654085,1.83538069851887,1.61377835547062,1.35609911896799,1.23605618155757
"IEEJ","NDC&2050-70%","Japan","Final Energy|Residential and Commercial","EJ/yr",4.31231398279981,4.32011547348304,3.89906502054467,4.23000825609174,4.32780694314381,4.1581345226947,3.66071947826087,3.32061449211658,2.8892620707119,2.66437910081223
"IEEJ","NDC&2050-70%","Japan","Final Energy|Solar","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Final Energy|Solids","EJ/yr",1.84200196368849,1.84409236311515,1.75258487816532,1.95612376970855,2.06094379837554,1.84576268227425,1.55998807740086,1.25035891447683,1.14453869469661,1.02226533110368
"IEEJ","NDC&2050-70%","Japan","Final Energy|Solids|Biomass","EJ/yr",0.375221696129958,0.363099379837556,0.404427276636411,0.409888320114664,0.381902972766364,0.346636234113714,0.32376186335404,0.292125818442429,0.279143337792641,0.243496526516961
"IEEJ","NDC&2050-70%","Japan","Final Energy|Solids|Biomass|Traditional","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Final Energy|Solids|Coal","EJ/yr",1.46678026755853,1.48099298327759,1.34815760152891,1.54623544959388,1.67904082560917,1.49912644816054,1.23622621404682,0.958233096034401,0.865395356903966,0.778768804586718
"IEEJ","NDC&2050-70%","Japan","Final Energy|Transportation","EJ/yr",3.90175553463927,3.55842993311037,3.40901138270425,2.73046172766364,2.52281205064501,2.23175643669374,1.91934674247492,1.75469528141424,1.65190564070712,1.32435305303392
"IEEJ","NDC&2050-70%","Japan","GDP|MER","billion US$2005/yr",4496.48014791515,5955.63171460303,5391.930625,6141.494375,6675.1,7097.52375,7493.55375,7851.009375,8217.98875,8605.56375
"IEEJ","NDC&2050-70%","Japan","Population","million",127.7679921875,128.0573515625,126.615,124.117,120.676,116.635,112.141,107.293,102.228,97.093
"IEEJ","NDC&2050-70%","Japan","Price|Carbon","US$2005/t CO2",0,0,0,136.598322751332,222.253109838413,307.907896925494,181.194979110114,190.855715752066,259.154877127732,476.18444913067
"IEEJ","NDC&2050-70%","Japan","Price|Primary Energy|Coal","US$2005/GJ",2.64,4.97,6.34,5.01,5.29,5.31,5.4,5.54,5.54,5.62
"IEEJ","NDC&2050-70%","Japan","Price|Primary Energy|Gas","US$2005/GJ",6.79,12.64,18.1,15.1,17.03,17.02,17.25,17.29,16.9,16.75
"IEEJ","NDC&2050-70%","Japan","Price|Primary Energy|Oil","US$2005/GJ",10.0241842802544,15.9495640923624,22.0836521658061,19.1,22.2578439883234,22.9352566314463,23.6126692745691,24.1933086829602,24.5158861320663,24.8384635811725
"IEEJ","NDC&2050-70%","Japan","Primary Energy","EJ/yr",20.65590756301,19.3091111215671,18.2844257280459,17.5054254792355,16.7281399580698,15.5546415298423,13.8744776896512,12.4651032910177,11.4827418846249,10.8049768795127
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Biomass","EJ/yr",0.337224435738175,0.400016433827043,0.401146649784998,0.422120657429527,0.450426065934066,0.472470278069756,0.520799512661252,0.559666939321548,0.598334327759197,0.637001716196847
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Coal","EJ/yr",4.19955243669374,4.40679203535595,4.59621823029145,4.71172030004778,4.41153294123268,3.87447032107023,3.5196025140946,2.32746472431916,1.48439363306259,0.942100013377926
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Gas","EJ/yr",3.89074343048256,3.94075298614429,4.83386363879599,4.24964200764453,3.84085389775442,3.76362914190158,3.68279369612996,3.68279369612996,3.36506298518872,3.65471833158146
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Geothermal","EJ/yr",0.00803853597706641,0.00942780143334926,0.0139776708074534,0.0215601196368849,0.0291435686574295,0.036726017486861,0.0443094665074056,0.0518919153368371,0.0594753643573818,0.0670578131868132
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Hydro","EJ/yr",0.302077720019111,0.315610305781175,0.30816888389871,0.318140789297659,0.32812269660774,0.338104603917821,0.348086511227903,0.358068418537984,0.368050325848065,0.378032233158146
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Nuclear","EJ/yr",1.07890685397993,1.02501745697086,0.0331383319636885,0.629370858117535,0.917218859168658,0.830168025781175,0.770703863564262,0.743153499331104,0.686088895613951,0.630852841290014
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Ocean","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Oil","EJ/yr",10.6341919464883,8.9803159292881,7.76822432680363,6.67347514572384,6.12653063736264,5.46739469182991,4.09538253225036,3.72604195986622,3.78253275394171,2.60434763019589
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Secondary Energy Trade","EJ/yr",0,0,0,0,0,0,0,0,0,0.60252512852365
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Solar","EJ/yr",0.125884053511706,0.129114670807453,0.178614129001433,0.246667132345915,0.309909216435738,0.375611770664118,0.415059308170091,0.456617248924988,0.497735105590062,0.565608074534162
"IEEJ","NDC&2050-70%","Japan","Primary Energy|Wind","EJ/yr",0.00694132632584806,0.0172132890587673,0.0252748294314381,0.038687392259914,0.0521099569995222,0.0655325217391304,0.0789550864787387,0.0923776512183469,0.105790214046823,0.119212778786431
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity","PWh/yr",1.12128091734352,1.13753402293359,1.08073150262781,1.10369978021978,1.11894713807931,1.07839772336359,1.06513407787864,0.988361075011944,0.94470828953655,0.936792888198758
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Biomass","PWh/yr",0.0127218752986144,0.0231183062589584,0.0258327138079312,0.0303585785953178,0.0348816650740564,0.03832676779742,0.0439333946488294,0.0484564811275681,0.0529823459149547,0.0575082107023411
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Biomass|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Biomass|w/o CCS","PWh/yr",0.0127218752986144,0.0231183062589584,0.0258327138079312,0.0303585785953178,0.0348816650740564,0.03832676779742,0.0439333946488294,0.0484564811275681,0.0529823459149547,0.0575082107023411
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Coal","PWh/yr",0.217986096512184,0.239104020544673,0.317335635451506,0.30323016244625,0.289735917343525,0.277147400860009,0.281220401337792,0.165753893932155,0.0629953702818919,0
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Coal|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Coal|w/o CCS","PWh/yr",0.217986096512184,0.239104020544673,0.317335635451506,0.30323016244625,0.289735917343525,0.277147400860009,0.281220401337792,0.165753893932155,0.0629953702818919,0
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Gas","PWh/yr",0.355651290014333,0.394322568084089,0.493452620640231,0.404168893932156,0.329182343526039,0.287932795031056,0.253467876254181,0.271221268514095,0.322828351648353,0.3711792570473
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Gas|w/ CCS","PWh/yr",0,0,0,0,0,0,0,0.0262105637840421,0.214485427615863,0.325514976110844
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Gas|w/o CCS","PWh/yr",0.355651290014333,0.394322568084089,0.493452620640231,0.404168893932156,0.329182343526039,0.287932795031056,0.253467876254181,0.245010704730052,0.108342924032489,0.0456642809364547
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Geothermal","PWh/yr",0.00223376015289059,0.00261994505494506,0.00388129718107978,0.00599003344481606,0.00809599139990444,0.0102019493549928,0.0123079073100812,0.0144138652651696,0.016519823220258,0.0186285594839943
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Hydro","PWh/yr",0.0857469397993311,0.0893142881032011,0.0870555231724797,0.0896337935977067,0.0922176206402295,0.0947986693741042,0.0973686048733875,0.0999468752986144,0.102530702341137,0.105297897754419
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","PWh/yr",0.0913896846631628,0.104803358815098,0.11735853559484,0.144624856665074,0.171896734352604,0.199165833731486,0.226423819875776,0.253692919254658,0.280962018633542,0.308420043000478
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Nuclear","PWh/yr",0.302724510272336,0.287602176301958,0.00929899904443383,0.176592075967511,0.257357508361204,0.232930618729097,0.216246875298614,0.208517620640229,0.192506227902532,0.177006043956044
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Ocean","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Oil","PWh/yr",0.138534804108934,0.0863109364548495,0.109996017677974,0.0269884902054467,0.0200899498327759,0.0211873817486861,0.0205261442904921,0.0196398638318204,0.0138748733874821,0.00876278547539417
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Other","PWh/yr",0.00227265647396078,0.00227265647396052,0.00745698041089367,0.0177367224080267,0.0158030195891067,0.0217069254658386,0.0233155661729575,0.0210790277114192,0.0185591017677975,0.0139165480171999
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Solar","PWh/yr",0.00148083850931677,0.00808765647396083,0.0194009292881032,0.0382545317725753,0.0571081342570472,0.0759617367415194,0.0948153392259914,0.113671720019111,0.132525322503583,0.151378924988055
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Solar|CSP","PWh/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Solar|PV","PWh/yr",0.00148083850931677,0.00808765647396083,0.0194009292881032,0.0382545317725753,0.0571081342570472,0.0759617367415194,0.0948153392259914,0.113671720019111,0.132525322503583,0.151378924988055
"IEEJ","NDC&2050-70%","Japan","Secondary Energy|Electricity|Wind","PWh/yr",0.00192814620162446,0.00478146918299092,0.00702078595317725,0.0107464978499761,0.0144749880554228,0.0182034782608696,0.0219319684663163,0.025660458671763,0.0293861705685619,0.0331146607740086
"IEEJ","NDC&2050-70%","Japan","Relative Carbon Price","",NA,NA,NA,0.91497366440933,0.972235872235872,1,Inf,5.81849315068493,7.9826989619377,6.94918032786885
"IEEJ","NDC&2050-70%","Japan","Percentage Emissions Reduction from Baseline","Mt CO2/yr",0.00291363386320805,0.00111248481914457,0,-0.0244110895108627,-0.00973213518318059,-0.0505216447894,-0.119039320247858,-0.226706873081923,-0.370117154410373,-0.522330805760537
"IEEJ","NDC&2050-80%","Japan","Consumption","US$2005/yr",3412.90268419536,4618.50390624308,4172.374453125,4513.7396875,4812.981640625,5027.180859375,5199.27546875,5317.288203125,5393.749921875,5462.4090625
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Carbon Capture and Storage","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Carbon Capture and Storage|Biomass","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry","Mt CO2/yr",1267.635328,1203.662958,1198.571232,1108.047488,1017.523747,927.000004,756.989036,586.978072,416.96711,246.956145
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand","Mt CO2/yr",748.25224,694.126622,627.41191,633.820756,616.419484,567.932053,448.243241,382.153307,322.963878,213.314453
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Agriculture","Mt CO2/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Commercial","Mt CO2/yr",60.576592,50.929225,40.626727,47.568695,50.745232,53.370329,37.092937,25.862352,16.234638,9.667466
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry","Mt CO2/yr",364.691114,339.868211,309.272523,349.139007,341.636738,320.249364,249.246567,223.821982,210.090402,158.184508
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential","Mt CO2/yr",82.26787,83.693578,68.048839,74.022848,70.834564,58.196425,47.798253,37.295936,21.552635,7.204839
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial","Mt CO2/yr",142.844462,134.622803,108.675566,121.591543,121.579796,111.566754,84.89119,63.158288,37.787273,16.872305
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation","Mt CO2/yr",240.716664,219.635608,209.463821,163.090206,153.20295,136.115935,114.105484,95.173037,75.086203,38.25764
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply","Mt CO2/yr",519.383088,509.536336,571.159322,474.226732,401.104263,359.067951,308.745795,204.824765,94.003232,33.641692
"IEEJ","NDC&2050-80%","Japan","Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity","Mt CO2/yr",385.793436,381.888618,453.807679,360.127517,302.318768,275.164421,242.101116,145.635221,43.755686,0
"IEEJ","NDC&2050-80%","Japan","Energy Service|Industry|Cement Production","Mt/yr",73.931,56.051,59.92211328125,58.84751953125,57.551015625,55.10671875,52.23695703125,49.742515625,47.9084765625,46.30719921875
"IEEJ","NDC&2050-80%","Japan","Energy Service|Industry|Crude Steel Production","Mt/yr",112.718,110.792,111.970546875,115.626265625,112.728234375,108.8882421875,104.11940625,99.038109375,93.67715625,88.18328125
"IEEJ","NDC&2050-80%","Japan","Final Energy","EJ/yr",14.9644993674152,14.267916266603,13.326796440516,13.2789472976589,13.1296487701863,12.3903175011945,10.8441420630674,9.78429955183947,8.811853740086,8.04232670138557
"IEEJ","NDC&2050-80%","Japan","Final Energy|Commercial","EJ/yr",2.08791895269948,2.029237740086,1.8809994151935,2.00947396368849,2.06279415193502,2.06348428380315,1.81436668322981,1.66801871954133,1.50412740372671,1.36050996177735
"IEEJ","NDC&2050-80%","Japan","Final Energy|Electricity","EJ/yr",3.61456065838509,3.67436208504539,3.50754020926899,3.59385670234114,3.65203781939799,3.53297506927855,3.50645000095557,3.34039827233636,3.30515153750597,3.45181956235069
"IEEJ","NDC&2050-80%","Japan","Final Energy|Gases","EJ/yr",2.32987518490206,2.10475216913521,1.76314689632107,1.84617276063067,1.89307172193024,2.03860953081701,1.98311892785475,1.84805311992356,1.45422786908743,1.4458362656474
"IEEJ","NDC&2050-80%","Japan","Final Energy|Geothermal","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Final Energy|Heat","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Final Energy|Hydrogen","EJ/yr",0,0,0,0,0,0,0,0,0.00132025226946966,0.654925140946011
"IEEJ","NDC&2050-80%","Japan","Final Energy|Industry","EJ/yr",6.75207016340181,6.38893077591973,5.98249311514573,6.31423650358337,6.27904978021978,6.00780795222169,5.27659823506928,4.83297346870521,4.51620294123268,4.35072132154802
"IEEJ","NDC&2050-80%","Japan","Final Energy|Liquids","EJ/yr",7.179681870043,6.64585986908743,6.26655739321548,5.827133429527,5.49636022646918,4.99090364548495,3.82525091638796,3.39181809746775,3.14079013186813,1.91784645580506
"IEEJ","NDC&2050-80%","Japan","Final Energy|Other","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Final Energy|Residential","EJ/yr",2.22420499378882,2.29258806020067,2.05546275107501,2.25789143048256,2.26499278738653,2.08726882847587,1.83383040229336,1.60067585188724,1.3313343870043,1.22099330339226
"IEEJ","NDC&2050-80%","Japan","Final Energy|Residential and Commercial","EJ/yr",4.3121239464883,4.32182580028667,3.93646216626851,4.26736539417105,4.32778693932155,4.15075311227903,3.64819708552317,3.26869457142857,2.83546179073101,2.58150326516961
"IEEJ","NDC&2050-80%","Japan","Final Energy|Solar","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Final Energy|Solids","EJ/yr",1.84038165408504,1.84294214333492,1.78955194171047,2.01178440516006,2.08817900238891,1.82782925561395,1.52932221786909,1.2040300621118,0.910363949354994,0.571899276636406
"IEEJ","NDC&2050-80%","Japan","Final Energy|Solids|Biomass","EJ/yr",0.374751606306735,0.363099379837551,0.403957186813188,0.409898322025798,0.381902972766362,0.34735637171524,0.324421989488774,0.289995411371236,0.259189525083613,0.253948523650262
"IEEJ","NDC&2050-80%","Japan","Final Energy|Solids|Biomass|Traditional","EJ/yr",0,0,0,0,0,0,0,0,0,0
"IEEJ","NDC&2050-80%","Japan","Final Energy|Solids|Coal","EJ/yr",1.46563004777831,1.47984276349737,1.38559475489728,1.60188608313426,1.70627602962255,1.48047288389871,1.20490022838032,0.914034650740564,0.651174424271381,0.317950752986144
"IEEJ","NDC&2050-80%","Japan","Final Energy|Transportation","EJ/yr",3.90030525752508,3.55715969039656,3.40784115910177,2.69734539990444,2.52281205064501,2.23175643669374,1.91934674247492,1.68263151170569,1.46018900812231,1.11010211466794
"IEEJ","NDC&2050-80%","Japan","GDP|MER","billion US$2005/yr",4496.48014791515,5955.63171460303,5391.930625,6141.494375,6675.1,7097.52375,7493.55375,7851.009375,8217.98875,8605.56375
"IEEJ","NDC&2050-80%","Japan","Population","million",127.7679921875,128.0573515625,126.615,124.117,120.676,116.635,112.141,107.293,102.228,97.093
"IEEJ","NDC&2050-80%","Japan","Price|Carbon","US$2005/t CO2",0,0,0,117.164515320427,214.726721989449,312.288928658472,262.749569831714,294.203130991561,457.536980728762,4335.98574003179
"IEEJ","NDC&2050-80%","Japan","Price|Primary Energy|Coal","US$2005/GJ",2.64,4.97,6.34,5.01,5.29,5.31,5.4,5.54,5.54,5.62
"IEEJ","NDC&2050-80%","Japan","Price|Primary Energy|Gas","US$2005/GJ",6.79,12.64,18.1,15.1,17.03,17.02,17.25,17.29,16.9,16.75
"IEEJ","NDC&2050-80%","Japan","Price|Primary Energy|Oil","US$2005/GJ",10.0241842802544,15.9495640923624,22.0836521658061,19.1,22.2578439883234,22.9352566314463,23.6126692745691,24.1933086829602,24.5158861320663,24.8384635811725
"IEEJ","NDC&2050-80%","Japan","Primary Energy","EJ/yr",20.6428950766268,19.3043102042236,18.3284541408505,17.5415923898901,16.7736586556331,15.5634332097277,13.7643566480841,12.3009619274248,11.1736628268132,10.774471050559
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Biomass","EJ/yr",0.337224435738175,0.400016433827043,0.401146649784998,0.422120657429527,0.450426065934066,0.472470278069756,0.520799512661252,0.559666939321548,0.598334327759197,0.637001716196847
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Coal","EJ/yr",4.19955243669374,4.40565181748686,4.5511496187291,4.7013683220258,4.37780649689441,3.86289810989011,3.09358111132346,1.67056920688008,0.841810850453894,0.478031340659341
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Gas","EJ/yr",3.89074343048256,3.94075298614429,4.91371889727664,4.32806699283325,3.93644216244625,3.73773419397993,3.8353428447205,3.76756989488772,2.40059869851887,1.47738229335881
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Geothermal","EJ/yr",0.00803853597706641,0.00942780143334926,0.0139776708074534,0.0215601196368849,0.0291435686574295,0.036726017486861,0.0443094665074056,0.0518919153368371,0.0594753643573818,0.0670578131868132
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Hydro","EJ/yr",0.302077720019111,0.315610305781175,0.30816888389871,0.318140789297659,0.32812269660774,0.338104603917821,0.348086511227903,0.358068418537984,0.368050325848065,0.378032233158146
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Nuclear","EJ/yr",1.07890685397993,1.02501745697086,0.0331383319636885,0.629370858117535,0.917218859168658,0.830168025781175,0.770703863564262,0.743153499331104,0.686088895613951,0.630852841290014
"IEEJ","NDC&2050-80%","Japan","Primary Energy|Ocean","EJ/yr",0,0,0,0,0,0,0,0,0,0
